/home/fthomas/BA/act/ACT -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 7148 -1 -1 -1
/home/fthomas/BA/act/ACT_Android.apk 841 0 0 0 0 0 0 0 0 0 709888 3417002 0 0
