/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 7 0 0 0 0 0 0 0 0 0 1996 203211 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 14 0 0 0 0 0 0 0 0 0 2415 137668 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 21 0 0 0 0 0 0 0 0 0 6504 199682 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 28 0 0 0 0 0 0 0 0 0 4416 253758 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 35 0 0 0 0 0 0 0 0 0 2891 199698 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 42 0 0 0 0 0 0 0 0 0 6547 225615 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 49 0 0 0 0 0 0 0 0 0 22607 232377 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 56 0 0 0 0 0 0 0 0 0 2839 246548 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/BroadcastReceiver/app/app-release.apk 63 0 0 0 0 0 0 0 0 0 3937 264660 0 0
/home/fthomas/git/android_ipc/apps/BroadcastReceiver/app/app-release.apk 70 0 0 0 0 0 0 0 0 0 2817 212273 0 0
