/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 458 0 0 0 0 0 0 0 0 0 324032 2063432 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 916 0 0 0 0 0 0 0 0 0 325813 3289379 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 1374 0 0 0 0 0 0 0 0 0 285196 4292626 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 1832 0 0 0 0 0 0 0 0 0 316753 5860673 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 2290 0 0 0 0 0 0 0 0 0 255789 7390825 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 2748 0 0 0 0 0 0 0 0 0 260851 9026417 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 3206 0 0 0 0 0 0 0 0 0 263286 10667343 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 3664 0 0 0 0 0 0 0 0 0 266201 11242631 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AidlClient/app/app-release.apk 4122 0 0 0 0 0 0 0 0 0 257428 12288124 0 0
/home/fthomas/git/android_ipc/apps/AidlClient/app/app-release.apk 4580 0 0 0 0 0 0 0 0 0 250750 10410807 0 0
