/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 42790 -1 -1 -1
/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk 1120 0 0 0 0 0 0 0 0 0 782224 3805060 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk 2240 0 0 0 0 0 0 0 0 0 1035635 8697569 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk 3360 0 0 0 0 0 0 0 0 0 909516 11157719 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk 4480 0 0 0 0 0 0 0 0 0 879242 14733965 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk 5600 0 0 0 0 0 0 0 0 0 1068793 19234931 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk 6720 0 0 0 0 0 0 0 0 0 768666 25265349 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk 7840 0 0 0 0 0 0 0 0 0 793261 27830187 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/AIDL/app/app-release.apk 8960 0 0 0 0 0 0 0 0 0 844994 29554381 0 0
/home/fthomas/git/android_ipc/apps/AIDL/app/app-release.apk 10080 0 0 0 0 0 0 0 0 0 643236 25444716 0 0
