/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity/app/app-release.apk 1114 0 0 0 0 0 0 0 0 0 791597 4149023 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity/app/app-release.apk 2228 0 0 0 0 0 0 0 0 0 888344 7120112 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity/app/app-release.apk 3342 0 0 0 0 0 0 0 0 0 937452 11065622 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity/app/app-release.apk 4456 0 0 0 0 0 0 0 0 0 740447 13937317 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity/app/app-release.apk 5570 0 0 0 0 0 0 0 0 0 729027 18745408 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity/app/app-release.apk 6684 0 0 0 0 0 0 0 0 0 748577 22278238 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity2/app/app-release.apk 7798 0 0 0 0 0 0 0 0 0 670309 28624466 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity2/app/app-release.apk 8930 0 0 0 0 0 0 0 0 0 719196 39351147 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity2/app/app-release.apk 10062 0 0 0 0 0 0 0 0 0 746432 32466570 0 0
/home/fthomas/Dokumente/BA/android_ipc/apps/StartActivity2/app/app-release.apk 11194 0 0 0 0 0 0 0 0 0 862863 38179039 0 0
